Comunidad autónoma de residencia	Concepto turístico	Tipo de dato	Periodo	Total
05 Canarias	Viajes	Variación anual	2021T1	-7,22
05 Canarias	Viajes	Variación anual	2020T4	-27,91
05 Canarias	Viajes	Variación anual	2020T3	-27,72
05 Canarias	Viajes	Variación anual	2020T2	-74,82
05 Canarias	Viajes	Variación anual	2020T1	-34,97
05 Canarias	Viajes	Variación anual	2019T4	-9,79
05 Canarias	Viajes	Variación anual	2019T3	4,88
05 Canarias	Viajes	Variación anual	2019T2	5,61
05 Canarias	Viajes	Variación anual	2019T1	18,75
05 Canarias	Viajes	Variación anual	2018T4	6,69
05 Canarias	Viajes	Variación anual	2018T3	7,38
05 Canarias	Viajes	Variación anual	2018T2	7,93
05 Canarias	Viajes	Variación anual	2018T1	8,25
05 Canarias	Viajes	Variación anual	2017T4	9,2
05 Canarias	Viajes	Variación anual	2017T3	22,81
05 Canarias	Viajes	Variación anual	2017T2	-3,24
05 Canarias	Viajes	Variación anual	2017T1	-0,15
05 Canarias	Viajes	Variación anual	2016T4	9,76
05 Canarias	Viajes	Variación anual	2016T3	3,77
05 Canarias	Viajes	Variación anual	2016T2	-2,58
05 Canarias	Viajes	Variación anual	2016T1	2,21
05 Canarias	Viajes	Variación anual	2015T4	""
05 Canarias	Viajes	Variación anual	2015T3	""
05 Canarias	Viajes	Variación anual	2015T2	""
05 Canarias	Viajes	Variación anual	2015T1	""
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2021T2	44,93
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2021T1	-7,22
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2020T4	-40,39
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2020T3	-43,69
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2020T2	-55,18
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2020T1	-34,97
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2019T4	4,27
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2019T3	8,74
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2019T2	11,7
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2019T1	18,75
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2018T4	7,51
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2018T3	7,77
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2018T2	8,07
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2018T1	8,25
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2017T4	7,96
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2017T3	7,57
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2017T2	-1,83
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2017T1	-0,15
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2016T4	3,07
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2016T3	1,11
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2016T2	-0,46
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2016T1	2,21
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2015T4	""
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2015T3	""
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2015T2	""
05 Canarias	Viajes	Variación anual del acumulado en lo que va de año	2015T1	""
05 Canarias	Duración media de los viajes	Valor absoluto	2021T2	3,34
05 Canarias	Duración media de los viajes	Valor absoluto	2021T1	2,87
05 Canarias	Duración media de los viajes	Valor absoluto	2020T4	3,38
05 Canarias	Duración media de los viajes	Valor absoluto	2020T3	5,52
05 Canarias	Duración media de los viajes	Valor absoluto	2020T2	2,99
05 Canarias	Duración media de los viajes	Valor absoluto	2020T1	3,67
05 Canarias	Duración media de los viajes	Valor absoluto	2019T4	3,7
05 Canarias	Duración media de los viajes	Valor absoluto	2019T3	4,85
05 Canarias	Duración media de los viajes	Valor absoluto	2019T2	3,96
05 Canarias	Duración media de los viajes	Valor absoluto	2019T1	3,14
05 Canarias	Duración media de los viajes	Valor absoluto	2018T4	3,67
05 Canarias	Duración media de los viajes	Valor absoluto	2018T3	5,68
05 Canarias	Duración media de los viajes	Valor absoluto	2018T2	2,96
05 Canarias	Duración media de los viajes	Valor absoluto	2018T1	3,94
05 Canarias	Duración media de los viajes	Valor absoluto	2017T4	4,11
05 Canarias	Duración media de los viajes	Valor absoluto	2017T3	6,9
05 Canarias	Duración media de los viajes	Valor absoluto	2017T2	3,52
05 Canarias	Duración media de los viajes	Valor absoluto	2017T1	3,88
05 Canarias	Duración media de los viajes	Valor absoluto	2016T4	5,06
05 Canarias	Duración media de los viajes	Valor absoluto	2016T3	5,94
05 Canarias	Duración media de los viajes	Valor absoluto	2016T2	3,47
05 Canarias	Duración media de los viajes	Valor absoluto	2016T1	4,12
05 Canarias	Duración media de los viajes	Valor absoluto	2015T4	3,93
05 Canarias	Duración media de los viajes	Valor absoluto	2015T3	6,8
05 Canarias	Duración media de los viajes	Valor absoluto	2015T2	3,95
05 Canarias	Duración media de los viajes	Valor absoluto	2015T1	3,73
05 Canarias	Duración media de los viajes	Distribución porcentual	2021T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2021T1	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2020T4	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2020T3	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2020T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2020T1	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2019T4	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2019T3	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2019T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2019T1	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2018T4	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2018T3	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2018T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2018T1	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2017T4	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2017T3	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2017T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2017T1	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2016T4	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2016T3	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2016T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2016T1	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2015T4	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2015T3	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2015T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual	2015T1	""
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2021T2	3,12
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2021T1	2,87
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2020T4	4,27
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2020T3	4,57
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2020T2	3,48
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2020T1	3,67
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2019T4	4,02
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2019T3	4,1
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2019T2	3,55
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2019T1	3,14
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2018T4	4,22
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2018T3	4,4
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2018T2	3,42
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2018T1	3,94
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2017T4	4,85
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2017T3	5,09
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2017T2	3,69
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2017T1	3,88
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2016T4	4,71
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2016T3	4,59
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2016T2	3,77
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2016T1	4,12
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2015T4	4,72
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2015T3	4,95
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2015T2	3,85
05 Canarias	Duración media de los viajes	Acumulado en lo que va de año	2015T1	3,73
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2021T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2021T1	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2020T4	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2020T3	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2020T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2020T1	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2019T4	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2019T3	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2019T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2019T1	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2018T4	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2018T3	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2018T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2018T1	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2017T4	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2017T3	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2017T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2017T1	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2016T4	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2016T3	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2016T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2016T1	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2015T4	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2015T3	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2015T2	""
05 Canarias	Duración media de los viajes	Distribución porcentual del acumulado	2015T1	""
05 Canarias	Duración media de los viajes	Variación anual	2021T2	11,49
05 Canarias	Duración media de los viajes	Variación anual	2021T1	-21,8
05 Canarias	Duración media de los viajes	Variación anual	2020T4	-8,63
05 Canarias	Duración media de los viajes	Variación anual	2020T3	13,76
05 Canarias	Duración media de los viajes	Variación anual	2020T2	-24,39
05 Canarias	Duración media de los viajes	Variación anual	2020T1	16,8
05 Canarias	Duración media de los viajes	Variación anual	2019T4	0,9
05 Canarias	Duración media de los viajes	Variación anual	2019T3	-14,59
05 Canarias	Duración media de los viajes	Variación anual	2019T2	33,52
05 Canarias	Duración media de los viajes	Variación anual	2019T1	-20,32
05 Canarias	Duración media de los viajes	Variación anual	2018T4	-10,8
05 Canarias	Duración media de los viajes	Variación anual	2018T3	-17,68
05 Canarias	Duración media de los viajes	Variación anual	2018T2	-15,86
05 Canarias	Duración media de los viajes	Variación anual	2018T1	1,61
05 Canarias	Duración media de los viajes	Variación anual	2017T4	-18,74
05 Canarias	Duración media de los viajes	Variación anual	2017T3	16,21
05 Canarias	Duración media de los viajes	Variación anual	2017T2	1,4
05 Canarias	Duración media de los viajes	Variación anual	2017T1	-5,77
05 Canarias	Duración media de los viajes	Variación anual	2016T4	28,81
05 Canarias	Duración media de los viajes	Variación anual	2016T3	-12,64
05 Canarias	Duración media de los viajes	Variación anual	2016T2	-12,03
05 Canarias	Duración media de los viajes	Variación anual	2016T1	10,43
05 Canarias	Duración media de los viajes	Variación anual	2015T4	""
05 Canarias	Duración media de los viajes	Variación anual	2015T3	""
05 Canarias	Duración media de los viajes	Variación anual	2015T2	""
05 Canarias	Duración media de los viajes	Variación anual	2015T1	""
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T2	-10,17
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2021T1	-21,8
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T4	6,42
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T3	11,62
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T2	-2,23
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2020T1	16,8
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T4	-4,93
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T3	-6,86
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T2	4,03
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2019T1	-20,32
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T4	-12,93
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T3	-13,52
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T2	-7,34
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2018T1	1,61
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T4	3,04
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T3	10,71
05 Canarias	Duración media de los viajes	Variación anual del acumulado en lo que va de año	2017T2	-2,09
